,full_name,url,category,brand,name,customer_rating,price,descriptions,productsize,ingredient_list,num_ingredients,price_oz,dry,oily,combination,sensitive,redness,acne,aging,spots,dull,normal,ingredients_rating,percent_known_ingredients,grade
560,Dr. Barbara Sturm Brightening Serum,https://www.sephora.com/product/dr-barbara-sturm-brightening-serum-P448549?icid2=products%20grid:p448549,serum,Dr. Barbara Sturm,Brightening Serum,3.2,310.0,"what it is: a brightening serum that instantly gives the complexion a more even glow, refines skin tone and texture, and reduces visible signs of pigmentation.

skin type: normal, dry, combination, and oily

skincare concerns: dullness and uneven texture, dark spots, and fine lines and wrinkles

formulation: lightweight serum

highlighted ingredients:
- extracts of cress sprouts: support the reduction of melanin production, brighten skin, and combat the formation of dark and yellowish spots.
- purslane: a strong antioxidant that stimulates the body and supports skin health and rejuvenation.
- allantoin: helps calm skin for a glowing, more even-looking complexion.

ingredient callouts: this product is vegan, cruelty-free, and gluten-free.

what else you need to know: this serum uses natural ingredients to help brighten the skin. cress sprouts extract brightens the skin and diminishes the appearance of dark and yellowish spots. ginseng extract supports the skin’s own protection against free radicals, and hyaluronic acid hydrates the skin. allantoin has a soothing and calming effect.

as an aesthetic doctor with a background in anti-inflammatory medicine, dr. sturm is committed to treating the skin with scientifically-proven ingredients and non-aggressive natural extracts. the three pillars of dr. barbara sturm molecular cosmetics—hydration, boosting the skin’s natural barrier function, and reducing the visible signs of irritation—help to promote healthy skin that glows from within over time.

clean at sephora
clean at sephora is formulated without a list of over 50 ingredients, including sulfates (sls and sles), parabens, phthalates, and more. for the full list, check out the ingredients tab.",1 oz,"['water (aqua)', 'methylsilanol mannuronate', 'glycerin', 'methylpropanediol', 'lactobacillus/portulaca oleracea ferment extract', 'silica', 'butylene glycol', 'dimethylimidazolidinone rice starch', 'panthenol', 'phenoxyethanol', 'sodium potassium aluminum silicate', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'alcohol', 'allantoin', 'ethylhexylglycerin', 'lecithin', 'xanthan gum', 'panax ginseng root extract', 'sodium hydroxide', 'disodium edta', 'sodium hyaluronate', 'alteromonas ferment extract', 'leuconostoc/radish root ferment filtrate', 'pantolactone', 'lepidium sativum sprout extract', 'soy isoflavones', 'sorbic acid', 'citric acid', 'iron oxides (ci 77491)', 'titanium dioxide (ci 77891)']",30,310.0,True,True,True,False,False,False,False,True,True,True,78.0,0.9,B
561,Clarins Hydra-Essentiel Bi-Phase Serum,https://www.sephora.com/product/hydra-essentiel-bi-phase-serum-P415625?icid2=products%20grid:p415625,serum,Clarins,Hydra-Essentiel Bi-Phase Serum,4.5,60.0,"which skin type is it good for?
✔ normal
✔ oily
✔ combination
✔ dry
✔ sensitive

what it is:
a refreshing, lightweight serum that restores comfort and radiance to super-thirsty skin, instantly soothing tightness and irritations.

solutions for:
- redness
- dullness and uneven texture
- dryness

if you want to know more…
bi-phase serum boosts skin's natural hydration, leaving it soft, visibly plump, radiant, and intensely hydrated. it contains organic leaf of life, which is a super-quenching succulent plant extract that revitalizes the skin's natural hydration to retain moisture in any environment. the formula perfectly preps skin to accept the full benefits of your hydra-essentiel moisturizers and protect against the elements.

what it is formulated without:
- parabens

what else you need to know:
this product is noncomedogenic.

research results:
in a satisfaction test on 106 women, after 1 application of hydra- essentiel bi-phase serum and hydra-essentiel moisturizer:
- 90% report perfectly and intensely hydrated skin",1 oz,"['water', 'glycerin', 'isohexadecane', 'isononyl isononanoate', 'hydrogenated polyisobutene', 'butylene glycol', 'silybum marianum seed oil', 'caprylic/capric triglyceride', 'xylitylglucoside', 'sodium chloride', 'anhydroxylitol', 'fragrance', 'phenoxyethanol', 'ethylhexylglycerin', 'alcohol', 'pentylene glycol', 'xanthan gum', 'xylitol', 'atractyloides lancea root extract', 'disodium edta', 'caprylyl/capryl glucoside', 'glucose', 'butyl methoxydibenzoylmethane', 'kalanchoe pinnata leaf extract', 'ribes nigrum (black currant) bud extract', 'maltodextrin', 'orthosiphon stamineus extract', 'citric acid', 'sodium benzoate', 'tris(tetramethylhydroxypiperidinol) citrate', 'potassium sorbate', 'ci 61565/green 6', 'ci 42090/blue 1', 'callicarpa japonica fruit extract', 'ci 60730/ext', 'violet 2', 'tocopherol', 'ascorbic acid', '[v2968a]']",39,60.0,True,True,True,True,True,False,False,False,True,True,73.0,0.72,C
562,Alpha-H Vitamin B Serum with Niacinamide,https://www.sephora.com/product/vitamin-b-P442539?icid2=products%20grid:p442539,serum,Alpha-H,Vitamin B Serum with Niacinamide,4.2,55.0,"what it is: a potent vitamin serum that gives support against environmental elements and energizes skin cells to provide radiant skin.

skin type: normal, dry, combination, and oily

skincare concerns: pores, dryness, and dullness and uneven texture

formulation: serum

highlighted ingredients:
- niacinamide: moisturizes and hydrates to improve skin’s texture.
- copper peptide: creates a ""daily protein powder"" for your skin to energize and invigorate the complexion.
- chia seeds: rich in omega-3 and 6 essential fatty acids and antioxidants that help increase skin’s hydration.

ingredient callouts: this product is cruelty-free.

what else you need to know: fortified with niacinamide and copper tripeptide to take on daily environmental elements and help prevent the appearance of premature ageing. this supercharged serum contains a powerful natural antioxidants to assist in plumping and hydrating the skin. ferulic acid also helps to even skin tone.

clean at sephora
clean at sephora is formulated without a list of over 50 ingredients, including sulfates (sls and sles), parabens, phthalates, and more. for the full list, check out the ingredients tab.",0.85 oz,"['water', 'glycerin', 'niacinamide', 'methyl gluceth-20', 'salvia hispanica seed extract', 'sodium pca', 'panthenol', 'phenoxyethanol', 'ferulic acid', 'hyaluronic acid', 'polyacrylate crosspolymer-6', 'wheat amino acids', 'caprylyl glycol', 'sodium hyaluronate', 'disodium edta', 'citric acid', 'lactobacillus ferment', 'copper tripeptide-1', 'hydroxyproline', 'ci 42090 (blue 1) (fdc blue #1-aluminum lake)']",20,64.71,True,True,True,False,False,False,False,False,True,True,90.0,0.95,A
563,Kiehl's Since 1851 Micro-Blur™ Skin Perfector,https://www.sephora.com/product/micro-blur-skin-perfector-P422499?icid2=products%20grid:p422499,serum,Kiehl's Since 1851,Micro-Blur™ Skin Perfector,4.4,38.0,"which skin type is it good for?
✔ normal
✔ combination
✔ dry

what it is:
a lightweight formula that visibly smooths and transforms skin.

solutions for:
- pores
- dullness and uneven texture

if you want to know more…
micro-blur skin perfector diminishes the appearance of pores and refines skin texture. skin is left looking smoother and healthier. paraben-free, appropriate for all skin types and skin tones.

what it is formulated without:
- parabens

what else you need to know:
this product is dermatologist tested and noncomedogenic. during the day, it should be used over a bb cream or uv protection for maximum results and skin-perfecting benefits. for nighttime use, it should be applied as the last step of a skincare routine.

kiehl’s is inspired by its rich heritage as an old-world apothecary, applying over 165 years’ worth of cosmetic, pharmaceutical, herbal, and medicinal knowledge into the formulations. they utilize the finest natural ingredients and incorporate advanced scientific technologies to ensure the highest quality and most efficacious formulas without compromise. they are protective of the environment as they maximize the use of renewable, sustainable, and biodegradable ingredients. kiehl’s proudly stands behind the quality, efficacy, and safety of each of their products.",1 oz,"['dimethicone', 'water', 'glycerin', 'dimethicone crosspolymer', 'methyl methacrylate crosspolymer', 'isononyl isononanoate', 'alcohol denat', 'vinyl dimethicone/methicone silsesquioxane crosspolymer', 'butylene glycol', 'lauryl peg-9 polydimethylsiloxyethyl dimethicone', 'boron nitride', 'silica silylate', 'phenoxyethanol', 'peg/ppg-18/18 dimethicone', 'perlite', 'magnesium sulfate', 'capryloyl salicylic acid', 'caprylyl glycol', 'menthyl lactate', 'lentil seed extract', 'bisabolol', 'fragrance', 'dextrin', 'dimethiconol', 'ci 77491', 'ci 77492', 'ci 77499 / iron oxides', 'ci 77891 / titanium dioxide', 'synthetic fluorphlogopite', 'eperua falcata bark extract', 'farnesol', 'limonene', 'disodium stearoyl glutamate', 'alpha-isomethyl ionone', 'citronellol', 'aluminum hydroxide']",36,38.0,True,False,True,False,False,False,False,False,True,True,63.0,0.83,D
564,Sulwhasoo Bloomstay Vitalizing Serum,https://www.sephora.com/product/bloomstay-vitalizing-serum-P448929?icid2=products%20grid:p448929,serum,Sulwhasoo,Bloomstay Vitalizing Serum,4.2,90.0,"what it is: a nourishing, moisture-replenishing face serum that helps boost look of vitality and resilience for a healthier complexion.

skin type: normal, dry, combination, and oily

skincare concerns: loss of firmness and elasticity

formulation: lightweight serum

highlighted ingredients:
- green plum blossom extracts: rich in antioxidants, it helps relieve skin exhaustion.
- five fruits and seeds compound: helps increase skin vitality and the look of resiliency.

what else you need to know: this honey-textured serum with green plum blossom extracts and five fruits and seeds compound glides onto skin and shapes to the contours of the face for a refreshed, lifted appearance. the antioxidant-rich formula revitalizes the appearance of skin for a visibly healthier complexion and natural glow.",1 oz,"['water / aqua / eau', 'butylene glycol', 'glycerin', 'glycereth-26', 'alcohol', 'cyclopentasiloxane', 'cyclohexasiloxane', 'niacinamide', '2-hexanediol', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', 'bis-peg-18 methyl ether dimethyl silane', 'avena sativa (oat) kernel extract', 'peg-60 hydrogenated castor oil', 'xanthan gum', 'pvp', 'propanediol', 'dimethiconol', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'tromethamine', 'sodium polyacrylate', 'fragrance / parfum', 'methoxy peg-114/polyepsilon caprolactone', 'disodium edta', 'adenosine', 'phenoxyethanol', 'sorbitan isostearate', 'polysorbate 60', 'citrus junos fruit extract', 'honey / mel / miel', 'lilium candidum bulb extract', 'paeonia albiflora root extract', 'nelumbo nucifera flower extract', 'polygonatum officinale rhizome/root extract', 'rehmannia glutinosa root extract', 'ethylhexylglycerin', 'glycyrrhiza uralensis (licorice) root extract', 'pinus koraiensis seed extract', 'sesamum indicum (sesame) seed extract', 'prunus mume fruit extract', 'rosa multiflora fruit extract', 'chaenomeles sinensis fruit extract', 'theobroma cacao (cocoa) extract', 'dextrin', 'beta-glucan', 'poncirus trifoliata fruit extract', 'prunus mume flower extract', 'potassium hydroxide', 'acetic acid', 'bht']",49,90.0,True,True,True,False,False,False,False,False,False,True,73.0,0.73,C
565,Dior Capture Youth Redness Soother Age-Delay Anti-Redness Soothing Serum,https://www.sephora.com/product/capture-youth-redness-soother-age-delay-anti-redness-soothing-serum-P427730?icid2=products%20grid:p427730,serum,Dior,Capture Youth Redness Soother Age-Delay Anti-Redness Soothing Serum,3.2,95.0,"which skin type is it good for?
✔ normal
✔ combination
✔ sensitive

what it is:
an expert serum that acts as an anti-aggressor shield and is formulated to reduce the appearance of redness, soothe, and relieve irritated skin.

solutions for:
- redness
- pores

if you want to know more…
a blend of cotton peptides helps to soothe and calm red, reactive skin. its corrective green-tinted texture helps to visibly neutralize redness to calm and soothe skin. enriched with antioxidant-boosting iris extract, this formula is gentle on even the most sensitive skin.

what it is formulated without:
- parabens
- sulfates
- phthalates

research results:
in a self-assessment by scoring test on 33 women after 4 weeks:
- 22% visibly reduced redness

in a self-satisfaction by questionnaires test on 30 women:
- 94% of women felt their skin was more protected upon application
- 91% felt their skin was less reactive upon application
- 91% saw an improvement in skin quality after 4 weeks
- 97% felt their skin was more resistant against aggressions after 4 weeks",1 oz,"['aqua (water)', 'glycerin', 'cetearyl isononanoate', 'dimethicone', 'butylene glycol', 'phenyl trimethicone', 'methyl gluceth-20', 'synthetic fluorphlogopite', 'jojoba esters', 'caprylyl methicone', 'polymethylsilsesquioxane', 'phenoxyethanol', 'steareth-21', 'parfum (fragrance)', 'steareth-2', 'caprylyl glycol', 'xanthan gum', 'bisabolol', 'tocopheryl acetate', 'ci 77891 (titanium dioxide)', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'gossypium hirsutum (cotton) extract', 'carbomer', 'adenosine', 'sodium hydroxide', 'sodium dilauramidoglutamide lysine', 'sodium hyaluronate', 'sodium tocopheryl phosphate', 'iris florentina root extract', 'bht', 'tin oxide', 'tocopherol', 'ci 19140 (yellow 5)', 'ci 42090 (blue 1)']",34,95.0,False,False,True,True,True,False,False,False,False,True,73.0,0.76,C
566,SEPHORA COLLECTION Clear Skin Days by Sephora Collection Clarifying Serum,https://www.sephora.com/product/clarifying-serum-P446622?icid2=products%20grid:p446622,serum,SEPHORA COLLECTION,Clear Skin Days by Sephora Collection Clarifying Serum,4.4,12.0,"what it is: a serum for noticeably clearer, smoother, and glowing skin.

skin type: oily

skincare concerns: pores, acne and blemishes, and oiliness

formulation: lightweight serum

highlighted ingredients:
- salicylic acid 2%: penetrates pores for decongestion and clears up acne.
- glycolic acid 5%: helps increase cell turnover rate and provide chemical exfoliation.
- hyaluronic acid solution 1%: helps hydrate and moisturize.

ingredient callouts: free of sulfates sls and sles, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. this product is also vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.

what else you need to know: clear skin days are ahead. with less than 12 raw ingredients in each product, they keep things simple and only used essential ingredients to deliver results. this triple-action serum decongests pores, removes dead skin cells, and hydrates skin for a clearer complexion.

clinical results: in an independent consumer testing panel of 48 men and women age 16 to 64, when used in regime with clarifying toner and clarifying cleanser:
- 71% said their skin was less shiny/oily in in 1 week
- 77% had brighter skin in 1 week
- 73% had clearer skin in 2 weeks",1.76 oz,"['aqua (water)', 'propanediol', 'glycolic acid', 'salicylic acid', 'sodium hydroxide', 'hydroxyethylcellulose', 'phenoxyethanol', 'ethylhexylglycerin', 'trisodium ethylenediamine disuccinate', 'leuconostoc/radish root ferment filtrate', 'hyaluronic acid']",11,6.82,False,True,False,False,False,True,True,False,False,False,81.0,0.91,B
567,Perricone MD Neuropeptide Smoothing Facial Conformer,https://www.sephora.com/product/neuropeptide-facial-conformer-contouring-treatment-P211332?icid2=products%20grid:p211332,serum,Perricone MD,Neuropeptide Smoothing Facial Conformer,4.3,495.0,"which skin type is it good for?
✔ normal
✔ oily
✔ combination
✔ dry
✔ sensitive

what it is:
a peptide-rich treatment that minimizes the appearance of deep lines and wrinkles while enhancing skin’s suppleness and elasticity.

solutions for:
- loss of firmness and elasticity
- fine lines and wrinkles
- dryness

if you want to know more…
prepare to change how your skin looks, feels, and behaves with this age-defying and coveted antiaging essential. a highly advanced and proprietary treatment, the luxurious cream addresses loss of elasticity and minimizes the appearance of deep lines and wrinkles, while also reversing the signs of photo damage. skin is revitalized and takes on a more youthful, smooth, supple appearance.

what it is formulated without:
- parabens
- sulfates
- phthalates

what else you need to know:
dr. perricone’s proprietary neuropeptide technology activates the surface renewal of the skin and can help revive dullness, minimize discoloration, firm, and reduce the appearance of under-eye circles, fine lines, and wrinkles.",2 oz,"['water', 'c12-15 alkyl benzoate', 'butylene glycol', 'dimethyl mea (dmae)', 'glyceryl polymethacrylate', 'citric acid', 'glycerin', 'glyceryl stearate', 'peg-100 stearate', 'avena sativa (oat) protein extract', 'cetyl alcohol', 'tribehenin', 'simmondsia chinensis (jojoba) seed oil', 'isopropyl palmitate', 'dimethicone', 'peg-8', 'phenoxyethanol', 'phosphatidylcholine', 'tetrahexyldecyl ascorbate', 'triethanolamine', 'l-tyrosine', 'carbomer', 'caprylyl glycol', 'ceramide 2', 'peg-10 rapeseed sterol', 'disodium edta', 'bht', 'sodium carboxymethyl beta-glucan', 'ammonium acryloyldimethyltaurate/vp copolymer', 'magnesium aspartate', 'zinc gluconate', 'sorbic acid', 'elaeis guineensis (palm) oil', 'tocotrienols', 'cetyl hydroxyethylcellulose', 'polysorbate 20', 'rutin', 'tocopherol', 'copper gluconate', 'ascorbyl palmitate', 'palmitoyl oligopeptide (neuropeptide)', 'palmitoyl tetrapeptide-7 (neuropeptide)', 'fragrance', 'phaseolus lunatus (green bean) extract']",44,247.5,True,True,True,True,False,False,True,False,True,True,78.0,0.93,B
568,CLINIQUE Pore Refining Solutions Correcting Serum,https://www.sephora.com/product/pore-refining-solutions-correcting-serum-P282920?icid2=products%20grid:p282920,serum,CLINIQUE,Pore Refining Solutions Correcting Serum,3.9,49.5,"what it is:
a concentrated serum that refines pores.

what it is formulated to do:
this product helps skin create a smoother, younger look. pores seem smaller, as if they had 'snapped back' into shape. it contains the pore resurfacing complex, which quickly and gently clears out debris and rough flakes. over time, skin creates stronger supports for a tighter, smoother, younger look.

what it is formulated without:
- parabens

what else you need to know:
this product is oil-free and ideal for all skin types.",1 oz,"['dimethicone', 'water', 'polysilicone-11', 'alcohol denat', 'acetyl glucosamine', 'peg-10 dimethicone', 'butylene glycol', 'rosmarinus officinalis (rosemary) leaf extract', ""sigesbeckia orientalis (st paul's wort) extract"", 'salvia sclarea (clary) extract', 'sea whip extract', 'laminaria saccharina extract', 'caffeine', 'pantethine', 'hydrolyzed soy protein', 'peg-11 methyl ether dimethicone', 'algae extract', 'polysorbate 20', 'salicylic acid', 'tetrahexyldecyl ascorbate', 'tocopheryl acetate', 'caprylyl glycol', 'sodium hyaluronate', 'glycerin', 'lecithin', 'isohexadecane', 'di-c12-18 alkyl dimonium chloride', 'polysorbate 80', 'hydrogenated lecithin', 'polymethyl methacrylate', 'coconut acid', 'padina pavonica thallus extract', 'nordihydroguaiaretic acid', 'ammonium acryloyldimethyltaurate/vp copolymer', 'acrylamide/sodium acryloyldimethyltaurate copolymer', 'silica', 'citric acid', 'hexylene glycol', 'ascorbyl tocopheryl maleate', 'sodium hydroxide', 'disodium edta', 'phenoxyethanol', 'titanium dioxide (ci 77891)', 'iron oxides (ci 77491', 'ci 77492', 'ci 77499)', 'mica']",47,49.5,False,False,False,False,False,False,False,False,False,False,79.0,0.81,B
569,Shiseido Bio-Performance LiftDynamic Serum,https://www.sephora.com/product/bio-performance-liftdynamic-serum-P405945?icid2=products%20grid:p405945,serum,Shiseido,Bio-Performance LiftDynamic Serum,3.7,100.0,"what it is:
a multibenefit sculpting serum that supports skin's natural restorative powers to give it a lifted and firmed appearance for youthful look.

what it is formulated to do:
this serum helps skin appear tightened, visibly sculpted, and youthful by helping restore moisture and the appearance of elasticity. trustructive™ technology supports skin's natural restorative powers, while a bio-corrective complex helps diminish the look of sagging, loss of resilience, and wrinkles.

what else you need to know:
this product is dermatologist tested and suitable for all skin types.

research results:
in an independent consumer study of 141 women, immediately after application:
- 90% felt their skin became smoother
- 93% felt their skin became softer
- 78% felt their skin became more resilient

after 1 week:
- 77% experienced firmness
- 82% experienced elasticity

after 4 weeks:
- 82% experienced improved wrinkles
- 80% experienced contours that were more lifted
- 80% experienced resilient skin as if it had been restructured
- 99% want to continue using the product",1 oz,"['water', 'dimethicone', 'butylene glycol', 'glycerin', 'dimethicone crosspolymer', 'dipropylene glycol', 'xylitol', 'polysorbate 20', 'ammonium acryloyldimethyltaurate/vp copolymer', 'peg-10 dimethicone', 'talc', 'phenoxyethanol', 'peg-150', 'polyvinyl alcohol', 'silica', 'alumina', 'titanium dioxide (ci 77891)', 'mica', 'trisodium edta', 'tocopheryl acetate', 'sodium citrate', 'fragrance', 'sodium metaphosphate', 'potassium hydroxide', 'citric acid', 'sodium metabisulfite', 'limonene', 'inositol', 'hexyl cinnamal', 'iron oxides (ci 77492)', 'benzyl benzoate', 'butylphenyl methylpropional', 'linalool', 'saccharomyces ferment lysate filtrate', 'sodium acetylated hyaluronate', 'alpha-isomethyl ionone', 'thymus serpillum extract', 'iron oxides (ci 77491)', 'citronellol', 'geraniol', 'carthamus tinctorius (safflower) flower extract', 'rosmarinus officinalis (rosemary) leaf extract (rosmarinus officinalis leaf extract)', 'tocopherol']",43,100.0,False,False,False,False,False,False,False,False,False,False,65.0,0.91,D
570,Yves Saint Laurent Pure Shots Lines Away Anti-Aging Serum,https://www.sephora.com/product/yves-saint-laurent-pure-shots-lines-away-anti-aging-serum-P454070?icid2=products%20grid:p454070,serum,Yves Saint Laurent,Pure Shots Lines Away Anti-Aging Serum,4.7,88.0,"what it is: a serum that diminishes the look of fine lines and wrinkles by supporting skin’s natural collagen.

skin type: normal, dry, combination, and oily

skincare concerns: fine lines, wrinkles, and loss of firmness and elasticity

formulation: lightweight serum

highlighted ingredients:
- high and low molecular weight hyaluronic acid: helps provide short- and long-term hydration.
- iris: acts as a natural antioxidant and supports natural collagen to help plump the appearance of skin.

ingredient callouts: free of sulfates sls and sles, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. this product also comes in recyclable packaging.

what else you need to know: this serum is infused with hyaluronic acid and antioxidant-rich iris extract to help lock in moisture. after use, lines and wrinkles appear reduced and skin is visibly plumped and moisturized. you can also refill this serum in a single step with an environmentally-conscious refillable packaging.

clinical results: in an independent consumer testing panel of 61 women age 30 to 65:
- 92% felt skin had a healthy glow after 7 days
- 87% felt skin seemed firmed after 7 days
- 87% felt skin looked re-plumped after 7 days",1 oz,"['aqua / water', 'butylene glycol glycerin', 'rhamnose', 'alcohol denat', 'hydroxypropyl tetrahydropyrantriol', 'propylene glycol', 'peg/ppg/polybutylene glycol-8/5/3 glycerin', 'dimethicone', 'hydroxyethylpiperazine ethane sulfonic acid', 'coco-glucoside', 'lactic acid', 'sodium hydroxide', 'sodium lactate', 'sodium hyaluronate', 'sodium benzoate', 'sodium chloride', 'phenoxyethanol', 'adenosine', 'acetyl tetrapeptide-9', 'iris florentina root extract', 'chlorphenesin', 'cellulose acetate butyrate', 'polyphosphorylcholine glycol acrylate', 'polyvinyl alcohol', 'ammonium polyacryloyldimethyl taurate', 'dimethiconol', 'benzyl salicylate', 'benzoic acid', 'linalool', 'benzyl alcohol', 'caprylyl glycol', 'carbomer', 'cereus grandiflorus flower extract / cactus flower extract', 'carrageenan', 'citric acid', 'potassium sorbate', 'glucose', 'glycol distearate', 'glyceryl oleate', 'glyceryl', 'stearate', 'parfum / fragrance']",42,88.0,True,True,True,False,False,False,True,False,False,True,63.0,0.81,D
571,philosophy The Microdelivery Triple-Acid Brightening Peel,https://www.sephora.com/product/the-microdelivery-triple-acid-brightening-peel-P302800?icid2=products%20grid:p302800,serum,philosophy,The Microdelivery Triple-Acid Brightening Peel,4.1,72.0,"what it is:
a set of 12 pre-saturated chemical peel pads to deliver advanced skin-brightening and antiaging benefits.

what it is formulated to do:
see brighter days ahead with the microdelivery triple-acid brightening peel, created to deliver superior results in one convenient step, at home and with zero downtime. it includes 12 individually-wrapped, pre-saturated chemical peel pads designed for weekly use.

this set contains:
- 12 individually-wrapped, pre-saturated chemical peel pads

what else you need to know:
the triple-acid formula contains mandelic, phytic, and azelaic acids that dissolve and sweep away dead skin cells to help improve skin tone, buffer the appearance of fine lines, and enhance skin clarity. the pads also feature a skin-brightening technology that visibly reduces the appearance of dark spots and discoloration. after just two uses, skin is smoother and brighter.

research results:
- 96% improvement in skin smoothness, with no irritation, after 2 uses
- 96% improvement in brightening after 4 uses
- 81% decrease in fine lines after 4 uses
- 90% enhanced clarity after 4 uses",12 x 0.08 oz,"['water/aqua/eau', 'sd alcohol 40b (alcohol denat)', 'glycereth-7 trimethyl ether', 'niacinamide', 'mandelic acid', 'peg-8/smdi copolymer', 'triethanolamine', 'azelaic acid', 'phytic acid', 'bisabolol']",10,6.0,False,False,False,False,False,False,True,True,False,False,74.0,0.9,C
572,SOBEL SKIN Rx 15% Niacinamide Gel Serum,https://www.sephora.com/product/sobel-skin-rx-15-niacinamide-gel-serum-P451748?icid2=products%20grid:p451748,serum,SOBEL SKIN Rx,15% Niacinamide Gel Serum,4.2,75.0,"what it is: a gel serum that improves the appearance of enlarged pores and dull skin and helps to visibly plump skin to reduce look of fine lines.

skin type: normal, dry, combination, and oily

skincare concerns: loss of firmness and elasticity, fine lines and wrinkles, and dryness

formulation: lightweight serum

highlighted ingredients:
- niacinamide: helps nurture, firm, smooth, and minimize the appearance of large pores.
- allantoin: calms and soothes skin.
- sigesbeckia orientalis: helps improve the appearance of lines and wrinkles and brightens the look of skin.

ingredient callouts: this product is cruelty-free and comes in recyclable packaging.

what else you need to know: this is an innovative dermatologist developed serum that helps to reduce the appearance of enlarged pores by supporting natural collagen. it also helps to visibly nurture, firm, and smooth as it improves the appearance of the skin’s overall texture and tone.

clinical results: in consumer perception studies with 28 subjects over a 4-week period show:
- 96% of subjects noticed an improvement in the appearance of skin's hydration and smoothness
- 89% of subjects noticed a youthful appearance
- 82% of subjects noticed an improvement in the appearance of pore size

clean at sephora
clean at sephora is formulated without a list of over 50 ingredients, including sulfates (sls and sles), parabens, phthalates, and more. for the full list, check out the ingredients tab.",1.7 oz,"['water', 'niacinamide', 'glycerin', 'hydroxyethylcellulose', 'allantoin', 'chamomilla recutita (matricaria) flower extract', 'cucumis sativus (cucumber) fruit extract', 'bisabolol', 'zingiber officinale (ginger) root extract', 'phenoxyethnaol', 'ethylhexylglycerin']",11,44.12,True,True,True,False,False,False,True,False,True,True,89.0,0.91,A
573,Kiehl's Since 1851 Precision Lifting & Pore-Tightening Concentrate,https://www.sephora.com/product/precision-lifting-pore-tightening-concentrate-P422252?icid2=products%20grid:p422252,serum,Kiehl's Since 1851,Precision Lifting & Pore-Tightening Concentrate,3.5,86.0,"which skin type is it good for?
✔ normal
✔ dry

what it is:
a clinically tested serum that visibly tightens and reduces the look of pores.

solutions for:
- pores
- dullness and uneven texture
- fine lines and wrinkles

if you want to know more…
this skin-smoothing serum improves the appearance of pores, fine lines, and wrinkles—all while visibly re-defining and lifting facial contours.

what it is formulated without:
- parabens

what else you need to know:
kiehl’s is inspired by its rich heritage as an old-world apothecary, applying over 165 years’ worth of cosmetic, pharmaceutical, herbal, and medicinal knowledge into the formulations. they utilize the finest natural ingredients and incorporate advanced scientific technologies to ensure the highest quality and most efficacious formulas without compromise. they are protective of the environment as they maximize the use of renewable, sustainable, and biodegradable ingredients. kiehl’s proudly stands behind the quality, efficacy, and safety of each of their products.",2.5 oz,"['water', 'butylene glycol', 'bis-peg-18 methyl ether dimethyl silane', 'methyl gluceth-20', 'peg-20', 'squalane', 'dimethicone', 'alcohol denat', 'octyldodecanol', 'cyclohexasiloxane', 'lauroyl lysine', 'carbomer', 'phenoxyethanol', 'tocopheryl acetate', 'hydrogenated lecithin', 'pentylene glycol', 'caprylyl glycol', 'polysilicone-11', 'yeast extract', 'xanthan gum', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'pvp', 'pelargonium graveolens flower oil', 'adenosine', 'capryloyl salicylic acid', 'disodium edta', 'sodium hydroxide', 'soybean protein', 'citronellol', 'geraniol', 'rosemary leaf oil', 'linalool', 'citral', 'limonene']",34,34.4,True,False,False,False,False,False,False,False,True,True,67.0,0.91,C
